"field_name","field_group","source","retrieval_required","llm_required","lov_validation_required","uom_normalization_required","deterministic_rules_can_generate","character_limit","validation_requirements","notes_from_supplied_files_only"
"ATTRIBUTE_LABEL 36","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 36","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 36","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 37","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 37","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 37","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 38","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 38","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 38","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 39","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 39","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 39","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 40","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 40","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 40","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 41","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 41","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 41","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 42","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 42","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 42","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 43","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 43","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 43","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 44","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 44","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 44","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 45","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 45","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 45","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 46","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 46","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 46","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 47","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 47","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 47","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 48","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 48","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 48","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 49","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 49","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 49","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"ATTRIBUTE_LABEL 50","Attributes","Unicat LOV: which attributes apply to a classpath; sequence/filter flags described. Files not supplied. Excerpt labels 1-15 identical on both dishwasher rows; 16-50 empty.","No","No","Yes (attribute labels for the classpath; LOV file not supplied)","No","Yes if LOV loaded: emit labels for classpath in LOV sequence. File not supplied.","Not specified in supplied files","Label must be an allowed attribute for the classpath; Unicat LOV has a normalised label column (described).","Empty on both excerpt rows."
"ATTRIBUTE_VALUE 50","Attributes","Extraction plus manufacturer enrichment. Values must come from LOV; normalised values required (ground truth.docx). Inch measures use Decimal_Fraction.xlsx (described).","Yes when not present on raw Part_Desc","Not mandated. Extraction is a named pipeline step; no LLM requirement stated.","Yes","If the value embeds units (for example Size 24 in W x 24-1/4 in D), UOM rules apply. Split numeric+UOM fields store the number in VALUE.","Partial: LOV membership check; synonym mapping described for fittings (file not supplied); fraction lookup described (file not supplied).","Not specified in supplied files","Must be in Unicat LOV permitted/normalised values for that classpath+label (described). Inch decimals convert via Decimal_Fraction.xlsx (1/64 to 63/64) and mixed numbers like 50.25 in -> 50-1/4 in (ground truth.docx). Do not invent values.","Empty on both excerpt rows."
"ATTRIBUTE_UOM 50","Attributes","Unilog Master UOM standards (described, not supplied): about 500 approved abbreviations across 89 measurement types; only permitted way to write a unit anywhere in output.","No","No","No","Yes","Yes: lookup to approved capture form (file not supplied).","Not specified in supplied files","Must be an approved UOM abbreviation. Space between number and unit applies to combined strings (ground truth.docx), not necessarily to this split column.","Empty on both excerpt rows."
"UPC","Identifiers","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Not specified in supplied files","No","No","No","Not specified in supplied files","Not specified in supplied files","Not specified in supplied files","Empty on excerpt. No rule supplied."
"EAN","Identifiers","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Not specified in supplied files","No","No","No","Not specified in supplied files","Not specified in supplied files","Not specified in supplied files","Empty on excerpt. No rule supplied."
"GTIN","Identifiers","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Not specified in supplied files","No","No","No","Not specified in supplied files","Not specified in supplied files","Not specified in supplied files","Empty on excerpt. No rule supplied."
"UNSPSC","Identifiers","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Not specified in supplied files","No","No","No","Partial: Faucets LOV Summary described as containing UNSPSC; file not supplied.","Not specified in supplied files","If a category spec supplies UNSPSC, use that (described for faucets only; file missing).","Empty on both excerpt rows; blank UNSPSC called out as a real-data gap in ground truth.docx."
"Warranty","Commercial","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Yes if not on input","No","No","No","Not specified in supplied files","Not specified in supplied files","Not specified in supplied files","Excerpt Frigidaire: 1 Year Manufacturer, 1 Year Labor and Parts; Whirlpool empty."
"List Price","Commercial","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Not specified in supplied files","No","No","No","Not specified in supplied files","Not specified in supplied files","Not specified in supplied files","Empty on excerpt."
"Selling Qty","Commercial","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Not specified in supplied files","No","No","No","Not specified in supplied files","Not specified in supplied files","Not specified in supplied files","Empty on excerpt."
"Selling UOM","Commercial","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Not specified in supplied files","No","No","Yes","Yes if UOM table loaded","Not specified in supplied files","Must use approved UOM abbreviation (ground truth.docx).","Empty on excerpt."
"Standard Packaging Information","Commercial","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Not specified in supplied files","No","No","Yes","Not specified in supplied files","Not specified in supplied files","Not specified in supplied files","Empty on excerpt."
"LENGTH","Package/product dimensions","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Yes if not on input","No","No","No","Partial: fraction conversion if inches","Not specified in supplied files","Inch values: Decimal_Fraction.xlsx (described).","Empty on excerpt. Distinct from the Size attribute."
"LENGTH_UOM","Package/product dimensions","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","No","No","No","Yes","Yes: UOM lookup","Not specified in supplied files","Approved UOM only.","Empty on excerpt."
"HEIGHT","Package/product dimensions","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Yes if not on input","No","No","No","Partial: fraction conversion if inches","Not specified in supplied files","Inch values: Decimal_Fraction.xlsx (described).","Empty on excerpt."
"HEIGHT_UOM","Package/product dimensions","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","No","No","No","Yes","Yes: UOM lookup","Not specified in supplied files","Approved UOM only.","Empty on excerpt."
"WIDTH","Package/product dimensions","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Yes if not on input","No","No","No","Partial: fraction conversion if inches","Not specified in supplied files","Inch values: Decimal_Fraction.xlsx (described).","Empty on excerpt."
"WIDTH_UOM","Package/product dimensions","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","No","No","No","Yes","Yes: UOM lookup","Not specified in supplied files","Approved UOM only.","Empty on excerpt."
"WEIGHT","Package/product dimensions","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Yes if not on input","No","No","No","Not specified in supplied files","Not specified in supplied files","Approved UOM on WEIGHT_UOM.","Empty on excerpt."
"WEIGHT_UOM","Package/product dimensions","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","No","No","No","Yes","Yes: UOM lookup","Not specified in supplied files","Approved UOM only.","Empty on excerpt."
"VOLUME","Package/product dimensions","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","Yes if not on input","No","No","No","Not specified in supplied files","Not specified in supplied files","Approved UOM on VOLUME_UOM.","Empty on excerpt."
"VOLUME_UOM","Package/product dimensions","Delivery Format schema; enrichment/manufacturer sources unless noted. Not on 1000-item input.","No","No","No","Yes","Yes: UOM lookup","Not specified in supplied files","Approved UOM only.","Empty on excerpt."
"Product Image","Digital assets","ground truth.docx: content guidelines include digital-asset specs (file not supplied). Sourcing: manufacturer site/documentation.","Yes","No","No","No","Filename pattern observed in excerpt only; spec not supplied.","Not specified in supplied files","Digital-asset specs are in UNILOG_INTERNAL_CONTENT_GUIDELINES.docx (not supplied). Sourcing hierarchy applies.","Excerpt: FRIGIDAIRE_PDSH4816AF.jpg / Whirlpool_WDTS7024RZ.jpg"
